comment_id,author,date,quote,tag
12,Chet Kapoor,10/12/20,"We think Apache Cassandra works really well. It's a great community. It's vibrant, it's getting more and more energized as we go along. And then obviously Kubernetes is a big part of what cloud-native is. ... And so peanut butter and jelly, Cassandra and Kubernetes - that's how we think about it.",Cassandra
